State,County_Name,2005_Poverty_All_Ages,2005_Poverty_Percent_All_Ages,2005_Poverty_Under18,2005_Poverty_Percent_Under18,2005_Median_HH_Income
OK,Seminole County,"5,839",24.2,"2,125",34.8,"27,378"
OK,Sequoyah County,"8,285",20.6,"3,103",31.4,"30,529"
OK,Stephens County,"6,724",15.9,"2,205",23.3,"35,897"
OK,Texas County,"2,623",13.3,954,17.1,"37,272"
OK,Tillman County,"1,903",23.5,660,35,"27,228"
OK,Tulsa County,"79,404",14.2,"29,577",20.7,"40,956"
OK,Wagoner County,"6,808",10.7,"2,487",16.1,"45,462"
OK,Washington County,"6,401",13.2,"1,949",18,"39,972"
OK,Washita County,"1,758",15.7,577,22.6,"34,341"
OK,Woods County,"1,242",16.3,274,19.1,"31,955"
OK,Woodward County,"2,230",12.5,727,17.1,"40,146"
OR,Oregon,"497,318",14.1,"154,649",18.8,"43,065"
OR,Baker County,"2,970",18.9,873,26.5,"32,500"
OR,Benton County,"11,754",15.9,"1,685",11.8,"45,406"
OR,Clackamas County,"32,538",8.9,"9,173",10.8,"54,743"
OR,Clatsop County,"4,917",13.9,"1,552",20.8,"38,752"
OR,Columbia County,"4,967",10.5,"1,561",13.9,"50,489"
OR,Coos County,"12,295",19.6,"3,363",27.3,"33,150"
OR,Crook County,"2,976",13.7,"1,054",21.4,"39,583"
OR,Curry County,"2,898",13.1,782,20.8,"34,516"
OR,Deschutes County,"12,178",8.7,"4,515",14.7,"48,626"
OR,Douglas County,"13,898",13.6,"4,407",20.4,"36,678"
OR,Gilliam County,192,10.9,55,15.7,"41,049"
OR,Grant County,"1,086",15.3,311,20.5,"34,441"
OR,Harney County,971,14.5,361,23.6,"33,795"
OR,Hood River County,"3,105",15.3,"1,220",23.4,"42,963"
OR,Jackson County,"25,875",13.6,"7,822",18.5,"40,997"
OR,Jefferson County,"3,124",15.8,"1,343",24.6,"39,123"
OR,Josephine County,"12,609",15.9,"4,190",25.5,"34,331"
OR,Klamath County,"13,062",20.3,"4,063",26.6,"35,664"
OR,Lake County,"1,305",18.1,423,28.2,"28,974"
OR,Lane County,"52,651",16.2,"12,958",19,"37,595"
OR,Lincoln County,"8,604",19.1,"2,436",28.3,"33,372"
OR,Linn County,"16,140",15.1,"5,433",21.3,"40,007"
OR,Malheur County,"5,899",21.3,"2,481",30.5,"32,036"
OR,Marion County,"44,670",15.4,"16,508",21.1,"43,156"
OR,Morrow County,"1,856",16.1,733,22.2,"43,776"
OR,Multnomah County,"112,754",17.3,"35,457",24.1,"43,055"
OR,Polk County,"10,418",15.4,"3,172",20.6,"45,521"
OR,Sherman County,283,16.3,84,23.9,"38,806"
OR,Tillamook County,"3,328",13.5,"1,058",21.5,"37,926"
OR,Umatilla County,"10,677",15.5,"3,850",20.4,"39,003"
OR,Union County,"3,490",14.7,946,17.6,"37,325"
OR,Wallowa County,942,13.7,291,21.4,"36,058"
OR,Wasco County,"3,373",14.7,"1,275",23.8,"38,092"
OR,Washington County,"48,027",9.7,"15,254",12,"53,835"
OR,Wheeler County,247,17.5,69,29.1,"31,525"
OR,Yamhill County,"11,240",13,"3,891",17.7,"46,978"
PA,Pennsylvania,"1,416,884",11.9,"457,751",16.6,"44,545"
PA,Adams County,"7,272",7.6,"2,379",10.9,"47,016"
PA,Allegheny County,"146,324",12.3,"39,651",15.4,"41,602"
PA,Armstrong County,"9,436",13.6,"2,640",18.3,"35,501"
PA,Beaver County,"18,503",10.7,"6,091",16.4,"41,224"
PA,Bedford County,"6,796",13.7,"2,167",20.1,"36,895"
PA,Berks County,"42,348",11.1,"15,411",16.9,"50,570"
PA,Blair County,"17,122",14,"5,416",20.3,"34,545"
PA,Bradford County,"8,553",14,"2,744",19.3,"37,048"
PA,Bucks County,"34,410",5.6,"9,339",6.5,"64,573"
PA,Butler County,"14,624",8.4,"4,215",10.3,"48,354"
PA,Cambria County,"18,718",13.5,"5,475",19.1,"34,258"
PA,Cameron County,659,11.9,212,17.6,"33,572"
PA,Carbon County,"5,934",9.8,"1,969",16,"44,265"
PA,Centre County,"24,872",20.1,"2,540",12,"39,036"
PA,Chester County,"26,295",5.8,"7,474",6.5,"72,753"
PA,Clarion County,"5,993",15.5,"1,456",18.8,"34,772"
PA,Clearfield County,"12,181",15.5,"3,573",21.6,"32,951"
PA,Clinton County,"4,721",13.4,"1,381",18.9,"36,454"
PA,Columbia County,"7,645",12.6,"1,838",15.5,"36,232"
PA,Crawford County,"11,608",13.7,"3,774",19.2,"35,888"
PA,Cumberland County,"15,231",7.3,"3,708",8.3,"54,951"
PA,Dauphin County,"25,640",10.4,"9,307",15.7,"48,385"
PA,Delaware County,"50,663",9.6,"16,862",12.8,"55,372"
PA,Elk County,"2,849",8.6,863,12.1,"40,884"
PA,Erie County,"37,695",14.2,"12,240",19,"40,069"
PA,Fayette County,"24,783",17.5,"8,495",28.2,"31,153"
PA,Forest County,754,16.9,231,29.7,"30,554"
PA,Franklin County,"11,526",8.6,"3,894",12.7,"45,323"
PA,Fulton County,"1,423",9.8,517,16,"40,861"
PA,Greene County,"6,536",17.9,"2,187",27.9,"32,541"
PA,Huntingdon County,"5,220",12.8,"1,679",18.9,"36,848"
PA,Indiana County,"13,865",16.7,"3,226",19.8,"32,898"
PA,Jefferson County,"6,124",13.7,"1,899",19.6,"34,282"
PA,Juniata County,"2,251",9.8,725,13.4,"40,525"
PA,Lackawanna County,"26,658",13.3,"7,839",18.4,"37,317"
PA,Lancaster County,"42,657",9,"16,270",13.3,"49,412"
PA,Lawrence County,"11,501",12.9,"3,939",20,"39,112"
PA,Lebanon County,"8,828",7.3,"3,136",11.5,"46,984"
PA,Lehigh County,"33,969",10.7,"12,279",16.2,"48,725"
PA,Luzerne County,"37,890",12.7,"10,901",17.9,"37,295"
PA,Lycoming County,"14,088",12.6,"4,242",17,"38,243"
PA,Mc Kean County,"5,837",14.1,"1,893",19.9,"36,476"
PA,Mercer County,"13,614",12.1,"5,188",20.5,"38,543"
PA,Mifflin County,"7,105",15.7,"2,478",23.3,"32,501"
PA,Monroe County,"14,874",9.4,"4,772",12.3,"51,936"
PA,Montgomery County,"37,751",5,"10,446",5.8,"68,167"
PA,Montour County,"1,765",10.4,681,17.2,"46,396"
PA,Northampton County,"20,101",7.3,"6,748",10.9,"53,147"
PA,Northumberland County,"10,866",12.3,"3,277",18.1,"35,876"
PA,Perry County,"3,657",8.3,"1,246",12.3,"46,741"
PA,Philadelphia County,"339,111",24.2,"128,662",35.4,"32,671"
PA,Pike County,"4,763",8.5,"1,524",11.9,"49,967"
PA,Potter County,"2,337",13.4,860,20.5,"33,988"
PA,Schuylkill County,"16,911",12.1,"4,726",16.8,"35,777"
PA,Snyder County,"3,862",10.8,"1,302",15.7,"41,911"
PA,Somerset County,"9,885",13.3,"3,041",19.5,"33,665"
PA,Sullivan County,707,12,189,18.6,"33,834"
PA,Susquehanna County,"6,688",16.1,"2,319",24.6,"35,734"
PA,Tioga County,"5,560",14,"1,707",19.9,"35,714"
PA,Union County,"3,295",9.7,824,10.9,"42,589"
PA,Venango County,"8,003",14.9,"2,891",24.5,"35,444"
PA,Warren County,"4,694",11.5,"1,740",19.4,"37,970"
PA,Washington County,"20,257",10.1,"5,425",12.8,"44,317"
PA,Wayne County,"5,503",11.4,"1,833",17.2,"38,432"
PA,Westmoreland County,"31,358",8.8,"8,731",11.9,"43,056"
PA,Wyoming County,"3,019",11.1,"1,035",16.7,"39,809"
PA,York County,"31,199",7.8,"10,033",10.9,"49,021"
RI,Rhode Island,"122,481",11.9,"42,395",17.6,"50,415"
RI,Bristol County,"3,117",6.5,622,5.9,"60,329"
RI,Kent County,"11,574",6.8,"3,227",8.7,"56,234"
RI,Newport County,"5,750",7.1,"1,538",8.7,"56,937"
RI,Providence County,"93,899",15.4,"35,182",23.7,"44,230"
RI,Washington County,"8,140",6.6,"1,825",6.8,"61,723"
SC,South Carolina,"641,485",15.6,"228,168",22.6,"39,477"
SC,Abbeville County,"4,855",19.2,"1,637",26.4,"32,486"
SC,Aiken County,"22,776",15.4,"8,197",22.9,"41,875"
SC,Allendale County,"3,692",38.3,"1,354",48.6,"22,491"
SC,Anderson County,"26,947",15.6,"9,596",23.2,"38,725"
SC,Bamberg County,"4,009",27.2,"1,274",34.7,"26,299"
SC,Barnwell County,"5,359",23.3,"2,278",37.8,"30,155"
SC,Beaufort County,"15,160",11.5,"5,978",18.4,"49,638"
SC,Berkeley County,"19,588",13.4,"7,779",19.8,"44,733"
SC,Calhoun County,"2,238",15,794,23,"35,698"
SC,Charleston County,"48,988",15.5,"17,364",22.7,"42,465"
SC,Cherokee County,"8,574",16.2,"3,154",23.5,"35,555"
SC,Chester County,"6,287",19.2,"2,262",27.1,"33,316"
SC,Chesterfield County,"9,392",22,"3,109",29.1,"31,527"
SC,Clarendon County,"7,284",23.1,"2,443",31.7,"27,944"
SC,Colleton County,"8,734",22.3,"3,288",32.8,"31,059"
SC,Darlington County,"13,948",21.2,"4,896",29.2,"33,739"
SC,Dillon County,"7,508",24.7,"3,033",35.4,"28,395"
SC,Dorchester County,"12,315",11.2,"4,376",15.3,"49,636"
SC,Edgefield County,"3,959",17.8,"1,302",23.6,"39,347"
SC,Fairfield County,"4,637",19.7,"1,605",27.7,"32,748"
SC,Florence County,"22,034",17.4,"8,414",25.9,"37,251"
SC,Georgetown County,"10,243",17,"3,697",26.7,"35,050"
SC,Greenville County,"50,801",12.9,"17,559",18.1,"42,714"
SC,Greenwood County,"10,494",16.1,"3,739",22.9,"36,629"
SC,Hampton County,"4,664",23.9,"1,759",32.5,"31,309"
SC,Horry County,"34,103",15.2,"11,607",24.7,"38,727"
SC,Jasper County,"4,948",24.8,"1,868",34.7,"32,892"
SC,Kershaw County,"7,598",13.6,"2,693",19.8,"40,915"
SC,Lancaster County,"8,800",14.5,"3,214",21.3,"36,064"
SC,Laurens County,"11,269",16.7,"4,271",26,"35,080"
SC,Lee County,"5,252",28,"2,104",43.7,"27,227"
SC,Lexington County,"27,208",11.7,"10,115",17.5,"46,504"
SC,McCormick County,"1,713",19.9,502,30.9,"32,330"
SC,Marion County,"8,473",24.6,"2,982",33.9,"27,283"
SC,Marlboro County,"6,334",24.4,"2,047",30.7,"26,306"
SC,Newberry County,"6,064",16.8,"2,116",24.8,"35,245"
SC,Oconee County,"7,725",11.2,"2,547",17.1,"39,724"
SC,Orangeburg County,"20,502",23.7,"7,014",31.9,"31,151"
SC,Pickens County,"14,559",13.7,"3,579",15.4,"40,744"
SC,Richland County,"44,259",14.3,"14,751",19,"43,250"
SC,Saluda County,"3,356",18.1,"1,079",25,"37,245"
SC,Spartanburg County,"39,434",15.3,"14,188",22.4,"38,197"
SC,Sumter County,"18,311",18,"7,113",25,"34,246"
SC,Union County,"4,572",16.3,"1,543",23.9,"33,243"
SC,Williamsburg County,"10,251",29.7,"3,823",42,"25,690"
SC,York County,"22,272",12,"8,120",17.6,"47,245"
SD,South Dakota,"100,756",13.6,"33,422",18.3,"40,096"
SD,Aurora County,306,11.3,113,17.5,"35,953"
SD,Beadle County,"1,858",12.1,519,15.4,"35,286"
SD,Bennett County,"1,200",34.2,544,47.2,"30,823"
SD,Bon Homme County,833,14.1,216,17.1,"34,058"
SD,Brookings County,"3,899",15.8,483,10.1,"37,731"
SD,Brown County,"3,853",11.6,912,12.5,"39,385"
SD,Brule County,593,12.4,238,20.6,"35,412"
SD,Buffalo County,810,39.3,340,43.5,"16,868"
SD,Butte County,"1,230",13.4,438,19.7,"34,163"
SD,Campbell County,188,12.1,45,13.8,"31,652"
SD,Charles Mix County,"2,708",30.2,"1,191",45,"29,778"
SD,Clark County,504,13.6,160,19.6,"34,365"
SD,Clay County,"2,311",21.6,360,17.6,"29,174"
SD,Codington County,"2,614",10.3,772,12.5,"39,360"
SD,Corson County,"1,807",41.9,851,57.8,"23,436"
SD,Custer County,778,10.3,253,17.7,"40,376"
SD,Davison County,"2,062",11.5,574,13.6,"39,604"
SD,Day County,781,14,245,19.8,"32,911"
SD,Deuel County,388,9.2,106,11.5,"40,171"
SD,Dewey County,"1,700",28.3,756,35.1,"29,716"
SD,Douglas County,429,13.4,116,16,"32,014"
SD,Edmunds County,444,11.2,119,12.8,"38,001"
SD,Fall River County,"1,014",14.7,304,23,"32,735"
SD,Faulk County,286,12.3,86,16.4,"34,347"
SD,Grant County,732,10.3,180,11.4,"38,407"
SD,Gregory County,722,17.3,196,23.9,"27,194"
SD,Haakon County,209,11.2,52,14.5,"35,183"
SD,Hamlin County,584,10.6,222,14.7,"38,658"
SD,Hand County,314,9.7,83,12.5,"37,125"
SD,Hanson County,357,9.5,121,12.5,"42,348"
SD,Harding County,169,14.4,44,16.6,"31,327"
SD,Hughes County,"1,414",8.9,465,12,"47,296"
SD,Hutchinson County,909,12.6,259,15.9,"36,893"
SD,Hyde County,195,12.4,55,15.1,"35,214"
SD,Jackson County,924,32.8,412,46.1,"25,445"
SD,Jerauld County,289,13.9,75,20.2,"33,152"
SD,Jones County,152,14.7,54,25,"32,022"
SD,Kingsbury County,560,10.5,161,14.2,"35,604"
SD,Lake County,"1,015",9.8,224,10.8,"39,403"
SD,Lawrence County,"2,909",13.8,728,17.6,"37,816"
SD,Lincoln County,"1,535",4.7,456,5.5,"59,583"
SD,Lyman County,801,20.6,356,30.2,"30,750"
SD,McCook County,522,9.1,165,11,"40,584"
SD,McPherson County,421,16.5,91,17,"26,986"
SD,Marshall County,532,12.3,155,16.3,"34,807"
SD,Meade County,"2,306",9.8,818,13.1,"43,014"
SD,Mellette County,676,33.4,336,51.3,"28,439"
SD,Miner County,297,11.8,76,14.2,"33,628"
SD,Minnehaha County,"15,400",10,"4,793",12.6,"45,700"
SD,Moody County,575,8.8,193,12.3,"40,101"
SD,Pennington County,"12,400",13.7,"4,328",19.2,"41,912"
SD,Perkins County,438,14.9,133,22.4,"32,789"
SD,Potter County,243,10.7,58,13.2,"35,177"
SD,Roberts County,"1,936",19.8,724,26.9,"32,008"
SD,Sanborn County,356,14.3,113,20.6,"35,269"
SD,Shannon County,"5,530",41.8,"2,564",46.8,"25,487"
SD,Spink County,844,13.2,258,17.2,"37,010"
SD,Stanley County,240,8.5,77,12,"46,152"
SD,Sully County,130,9.1,33,10.2,"39,735"
SD,Todd County,"4,503",46.7,"2,307",58.7,"22,341"
SD,Tripp County,"1,085",18.3,330,23.8,"32,334"
SD,Turner County,750,9.1,194,10.4,"39,360"
SD,Union County,838,6.3,242,7.5,"51,424"
SD,Walworth County,893,16.9,312,24.6,"31,907"
SD,Yankton County,"2,119",10.8,600,12.6,"40,371"
SD,Ziebach County,"1,338",51,636,70.1,"21,213"
TN,Tennessee,"904,143",15.6,"296,203",21.8,"38,947"
TN,Anderson County,"10,649",14.9,"3,330",21.7,"37,842"
TN,Bedford County,"5,742",13.9,"2,242",22.2,"38,327"
TN,Benton County,"3,272",20.3,"1,027",31.5,"30,670"
TN,Bledsoe County,"2,608",22.3,841,32.6,"31,800"
TN,Blount County,"14,512",12.8,"4,645",19.3,"42,567"
TN,Bradley County,"12,906",14.4,"4,173",20.7,"39,628"
TN,Campbell County,"9,800",24.5,"2,997",34.7,"27,735"
TN,Cannon County,"2,000",15.2,630,21.3,"36,270"
TN,Carroll County,"5,647",20.3,"1,591",25.6,"32,079"
TN,Carter County,"10,603",19.1,"3,160",28.6,"32,707"
TN,Cheatham County,"4,197",11,"1,494",16.1,"49,287"
TN,Chester County,"2,651",17.8,793,22.8,"36,635"
TN,Claiborne County,"6,966",23,"2,092",31.7,"29,611"
TN,Clay County,"1,763",22.4,496,32.4,"25,865"
TN,Cocke County,"7,275",21.1,"2,521",34.3,"28,599"
TN,Coffee County,"8,497",17.1,"2,887",24.8,"36,677"
TN,Crockett County,"2,610",18.3,835,24.7,"33,704"
TN,Cumberland County,"8,488",16.8,"2,760",28.1,"34,675"
TN,Davidson County,"80,656",14.7,"29,423",22.9,"40,804"
